46.14844057793894, 95.51640361386045
52.407301691953506, 102.30177235680841
60.141831426435, 108.45168699530176
69.88054749289103, 114.09271572876213
80.3495935613035, 117.63937242541923
90.17487718395472, 118.77527008809521
100.2030451410944, 117.9440339409143
106.95370645826131, 116.16310078018005
113.1737059758415, 113.74798656728818
119.8101946027943, 109.93666899836245
124.75767784540591, 106.25332668666029
128.86039038483705, 102.57052039697791
131.06826508432968, 100.28485550186402
133.80010130816177, 97.04708149410777
